Age,Marital,Default,Balance,Housing Loan,Personal Loan,Current Campaign,Churn
77,Married,1,76000,1,0,0,1
24,Single,1,50798,1,1,1,0
22,Divorced,0,70776,0,1,1,0
60,Divorced,1,68478,0,1,0,0
62,Divorced,0,17622,0,1,0,0
75,Divorced,1,11536,1,1,0,0
74,Divorced,1,65136,0,1,0,1
68,Single,1,3700,1,0,1,0
48,Single,0,36839,0,1,0,0
40,Divorced,0,8248,1,1,0,0
59,Married,1,43291,1,1,0,1
27,Married,1,80629,1,0,1,0
49,Divorced,1,82891,1,0,0,1
60,Single,0,15177,0,0,1,0
70,Married,0,17483,0,0,1,0
47,Married,0,41815,1,1,0,0
56,Married,1,36533,1,0,1,1
48,Divorced,0,-1974,0,1,0,1
35,Married,1,58611,0,1,0,1
53,Married,0,85242,0,1,1,0
19,Married,1,22660,0,0,1,0
31,Married,1,53103,0,1,1,0
30,Single,0,50253,0,0,1,0
46,Divorced,1,40082,1,1,0,1
29,Divorced,1,14258,0,0,1,0
56,Single,1,96315,0,0,1,0
19,Single,0,87690,1,1,1,0
49,Divorced,1,93220,0,1,1,1
30,Married,0,13389,0,1,0,1
63,Married,0,89860,0,0,0,1
44,Divorced,1,25685,1,0,1,0
66,Married,0,57220,0,0,1,0
58,Single,1,25195,1,1,0,1
34,Married,0,19797,0,0,0,0
57,Married,1,69310,1,1,0,1
48,Married,0,95169,0,0,0,1
51,Divorced,1,64332,0,0,1,1
77,Single,1,91925,0,0,1,0
41,Married,1,60907,1,1,0,1
62,Divorced,1,5188,0,1,0,0
52,Married,0,21696,0,1,1,0
65,Single,0,24,1,0,1,0
23,Married,1,71202,1,0,0,1
36,Single,0,33985,1,0,1,0
47,Married,1,4584,0,0,0,1
24,Single,1,88998,1,1,1,0
27,Married,0,25044,0,0,1,0
58,Single,0,3285,1,0,0,1
49,Married,1,61115,1,1,1,0
51,Married,0,5370,0,1,0,0
45,Divorced,1,15903,0,1,1,0
77,Divorced,0,30499,0,0,0,0
32,Single,0,95904,0,1,0,1
47,Married,0,20995,1,0,0,1
54,Single,0,33200,1,1,1,0
46,Divorced,0,86377,1,0,0,1
39,Single,1,68402,0,0,0,1
21,Single,0,11566,0,0,1,0
37,Divorced,0,35822,1,0,1,0
49,Married,1,49222,1,0,0,1
53,Single,1,92088,0,0,0,1
67,Divorced,1,98085,1,1,1,0
21,Married,0,88450,1,0,1,0
44,Divorced,0,48668,1,0,1,0
34,Single,1,61853,0,0,0,1
29,Married,1,52643,1,0,1,0
39,Married,1,20333,0,1,0,0
34,Divorced,1,13958,1,0,0,1
27,Divorced,0,50442,0,0,0,0
71,Divorced,0,18954,1,1,1,0
18,Married,0,73174,1,0,1,0
39,Married,0,97683,1,1,1,0
43,Single,0,7675,0,0,0,0
73,Married,1,87590,1,0,0,1
76,Single,0,29661,1,1,1,0
35,Divorced,1,62289,0,1,1,0
67,Divorced,1,15184,0,1,0,1
31,Married,1,45963,1,0,0,0
64,Divorced,0,23822,1,1,0,1
46,Divorced,1,60303,1,1,0,1
29,Married,0,74465,1,0,1,0
53,Single,1,3267,1,0,0,0
76,Married,0,50647,0,0,0,1
52,Single,1,60814,1,1,1,0
69,Married,0,34025,0,0,1,0
78,Married,1,75605,0,1,1,0
29,Divorced,1,-1019,1,1,1,0
24,Married,1,41436,0,1,0,1
46,Married,1,16472,1,1,0,1
28,Single,0,17336,0,0,0,1
50,Divorced,0,23587,0,0,0,1
23,Single,0,75192,1,1,0,0
64,Single,1,90862,1,1,1,0
32,Divorced,1,82046,0,0,1,1
49,Divorced,1,51013,1,0,0,1
68,Divorced,1,82511,1,1,1,0
28,Married,1,7665,0,1,0,1
75,Divorced,1,25097,0,1,0,1
40,Divorced,0,89277,0,1,0,1
43,Divorced,0,50474,1,1,0,0
51,Single,0,69973,1,0,0,0
63,Single,0,23185,1,1,1,0
51,Married,0,73911,0,0,1,0
46,Single,0,90643,1,1,0,0
21,Married,0,28484,0,0,0,0
34,Single,0,99165,0,1,1,0
52,Divorced,1,43610,0,0,0,1
30,Single,1,48807,0,0,0,1
58,Married,1,48907,0,1,0,1
56,Single,1,55389,0,1,1,0
32,Divorced,1,23835,0,0,0,1
72,Married,1,93279,1,0,0,1
46,Divorced,1,94453,0,0,1,0
46,Divorced,0,51790,1,1,0,0
28,Married,0,74960,1,0,0,1
69,Divorced,1,7643,1,1,1,0
49,Divorced,0,73846,1,1,1,0
19,Single,0,16951,1,1,0,0
64,Divorced,0,90104,0,1,1,0
31,Divorced,0,13233,1,1,0,1
37,Divorced,0,11200,1,1,0,1
39,Divorced,1,50275,1,0,1,0
28,Married,0,85084,0,0,0,1
44,Single,1,74068,1,1,1,0
20,Divorced,1,87001,1,0,1,0
34,Divorced,1,19291,1,0,1,0
79,Married,0,40448,1,1,0,0
61,Divorced,1,28580,0,0,1,0
73,Married,1,89685,1,1,0,1
45,Single,1,19346,0,1,1,0
46,Single,1,8619,0,1,1,0
38,Divorced,0,-234,1,1,0,0
64,Divorced,1,1549,1,0,0,0
33,Divorced,1,16693,0,0,1,0
54,Married,1,60019,1,1,0,1
76,Divorced,1,95458,1,0,0,1
37,Divorced,0,98280,1,1,1,0
23,Single,1,46328,0,1,1,0
36,Divorced,1,75701,0,0,0,1
74,Single,1,87100,1,0,1,1
22,Divorced,1,98794,1,1,1,1
20,Single,1,23301,0,0,1,0
76,Divorced,1,42763,0,1,0,1
18,Single,0,18765,0,1,0,0
75,Married,1,42787,0,0,0,1
77,Single,0,5425,0,1,1,0
55,Single,0,10857,0,0,0,0
32,Single,1,50771,0,1,1,0
51,Divorced,0,90999,1,1,1,0
78,Divorced,1,20444,0,1,1,0
52,Divorced,0,39457,0,1,1,0
66,Married,1,77741,1,1,0,1
42,Married,0,-1296,1,0,1,0
41,Single,0,3452,1,1,1,0
29,Married,1,36862,0,0,0,1
35,Single,0,59471,0,0,1,0
32,Single,0,67217,1,0,0,0
61,Single,0,84058,1,1,0,0
33,Married,0,16300,1,0,0,0
44,Divorced,0,7566,0,0,1,0
25,Married,1,5501,1,0,0,1
77,Single,0,-155,0,1,1,0
63,Single,0,37181,0,1,0,0
42,Married,1,55263,0,1,0,1
34,Single,1,76766,0,1,0,1
46,Single,1,61038,1,0,0,1
70,Married,0,81290,1,1,1,0
25,Married,0,32404,1,0,1,0
32,Married,0,20564,0,1,0,1
44,Single,0,95898,1,0,0,1
63,Single,1,55435,0,1,0,1
67,Divorced,1,16227,0,1,1,0
69,Divorced,0,88296,0,1,0,1
24,Married,0,93259,1,1,0,1
20,Divorced,0,45475,0,0,1,0
46,Single,0,15215,0,1,0,0
61,Divorced,1,69074,1,1,0,1
70,Single,1,19699,1,1,0,1
41,Married,0,10454,1,0,0,0
77,Married,1,46217,0,1,1,0
75,Single,0,19711,0,1,1,0
20,Divorced,0,13059,1,0,1,0
37,Married,1,46398,0,0,0,1
63,Married,0,-714,0,0,0,0
32,Divorced,1,32297,1,1,1,0
42,Divorced,0,98181,1,0,0,1
47,Single,1,24485,1,1,0,0
31,Divorced,0,57967,1,0,1,0
24,Divorced,1,95803,1,1,1,1
34,Divorced,0,52583,1,0,0,1
79,Single,0,49630,1,0,1,0
61,Single,1,25086,1,0,0,1
37,Married,0,14484,0,1,1,0
53,Single,1,66623,0,0,1,0
26,Married,1,57263,0,1,0,1
55,Divorced,0,16675,0,0,0,1
65,Married,0,58664,0,0,1,0
74,Married,0,22680,0,0,0,0
77,Divorced,0,15077,0,1,0,0
39,Married,1,36174,0,1,0,1
71,Single,0,74968,0,1,1,0
70,Single,0,1491,0,0,0,1
70,Single,0,44126,0,1,0,0
19,Single,1,1392,1,1,1,0
41,Married,0,60257,0,0,1,0
25,Married,1,65804,1,0,1,0
28,Divorced,0,36400,0,1,1,0
30,Married,1,34551,1,1,0,1
34,Married,0,26088,0,0,0,1
25,Married,0,78015,1,1,1,0
38,Divorced,1,23465,0,0,1,0
35,Single,0,46155,1,0,0,0
47,Married,0,85893,0,1,0,1
35,Divorced,0,3969,1,1,1,0
63,Divorced,1,6981,0,0,0,1
64,Divorced,0,19032,1,1,0,0
48,Single,1,52091,1,0,1,0
55,Married,1,22408,1,1,1,0
49,Divorced,1,22241,1,0,1,1
28,Single,0,45940,1,1,1,0
62,Divorced,1,80938,1,1,0,1
42,Divorced,1,49105,1,0,1,0
50,Divorced,0,89302,1,1,0,0
77,Divorced,1,59050,0,0,0,1
55,Divorced,1,1657,0,1,0,0
58,Single,0,19230,0,1,1,0
25,Married,0,16680,1,1,0,1
28,Married,1,80694,1,1,1,0
39,Married,0,82731,0,0,1,0
68,Married,0,40340,0,0,1,0
41,Single,0,33950,1,1,0,1
58,Single,1,76515,1,0,1,0
34,Single,1,5867,0,0,1,0
29,Divorced,0,78691,1,1,0,1
74,Divorced,1,76542,0,0,1,0
63,Divorced,0,2329,1,0,0,0
49,Married,0,86087,0,1,0,1
32,Divorced,0,33865,0,1,1,1
33,Married,0,64940,1,1,1,0
71,Divorced,0,35869,0,1,1,0
39,Married,1,64905,1,0,1,0
45,Divorced,1,81984,1,1,0,1
37,Divorced,1,99069,1,0,1,1
50,Single,1,87711,1,0,1,0
27,Divorced,0,64252,1,1,0,0
57,Divorced,0,77386,0,0,1,0
49,Single,1,-289,1,0,1,0
67,Married,1,23801,1,0,1,0
77,Single,0,85287,0,1,1,0
50,Single,0,88709,1,0,1,0
19,Married,0,51270,0,1,0,0
50,Divorced,1,69622,1,1,1,0
50,Married,0,53535,0,0,0,1
58,Divorced,0,74759,1,0,0,1
30,Divorced,1,14220,1,1,0,0
47,Married,1,11392,1,1,0,0
50,Single,1,83587,1,1,1,0
30,Married,0,246,1,1,1,0
69,Divorced,0,18010,0,1,0,0
43,Married,1,66358,0,0,1,0
39,Married,0,88203,1,1,1,0
56,Divorced,0,15234,0,0,0,0
19,Single,0,94190,1,1,1,0
55,Married,1,47451,1,0,0,1
56,Divorced,1,73205,1,1,0,1
43,Divorced,0,19784,0,0,1,0
63,Married,0,27672,1,0,1,0
75,Single,0,-918,0,1,1,0
67,Married,0,9148,1,0,0,0
32,Single,1,25494,1,1,0,1
51,Single,1,73093,0,1,1,0
59,Single,0,49952,1,0,0,0
72,Single,0,34719,0,0,1,0
61,Married,1,46737,1,1,1,0
66,Divorced,0,57453,1,1,1,0
57,Divorced,1,37536,1,1,1,0
28,Divorced,0,48604,0,0,0,1
78,Divorced,1,48833,1,0,1,0
20,Divorced,0,12039,0,1,0,0
76,Divorced,0,65839,1,0,0,1
23,Married,1,45931,1,0,0,1
26,Single,1,37925,0,0,0,1
23,Divorced,0,49003,1,1,0,1
26,Married,0,81817,1,1,0,1
56,Divorced,1,46897,0,0,1,1
48,Divorced,1,85745,0,0,0,1
49,Single,0,91709,0,1,1,0
58,Single,0,40287,1,0,0,0
67,Single,1,88726,0,1,1,0
29,Divorced,1,31012,0,1,1,0
25,Divorced,1,39783,1,1,0,1
25,Divorced,1,83727,0,1,1,1
67,Single,1,66315,0,1,1,0
45,Married,0,81766,1,1,0,0
79,Divorced,0,44491,0,1,0,1
37,Divorced,1,86941,1,0,0,1
79,Divorced,0,56584,0,1,0,1
64,Married,0,10803,0,0,0,1
76,Divorced,1,47625,1,0,0,0
24,Married,0,91361,0,0,0,1
28,Divorced,0,11698,1,1,0,0
37,Married,0,32560,0,0,1,0
33,Divorced,1,13376,0,1,0,1
21,Single,1,81654,1,1,1,1
23,Single,0,11117,1,0,0,1
75,Single,0,54381,0,0,0,0
39,Single,0,35956,0,0,0,0
43,Divorced,0,46786,0,0,0,0
20,Single,0,85778,1,1,1,0
58,Married,0,64480,1,0,1,0
77,Single,1,29695,0,0,0,0
59,Single,0,-489,0,0,1,0
31,Single,0,51233,0,0,0,1
28,Divorced,1,20502,1,0,1,0
35,Single,0,48010,0,1,0,0
71,Married,0,88341,1,1,1,0
29,Single,0,90529,1,1,1,0
40,Single,0,71905,0,0,1,0
29,Single,1,44489,1,0,0,0
30,Married,0,98919,1,1,1,0
42,Single,1,81533,0,1,0,1
62,Married,0,79165,0,1,1,0
68,Married,0,29949,0,1,0,0
75,Single,1,66376,0,0,0,1
36,Married,0,77587,0,0,0,1
72,Divorced,1,91059,0,0,1,1
63,Single,1,65310,0,1,1,0
53,Single,1,76798,1,1,0,0
62,Married,0,67407,0,1,0,1
25,Married,0,71809,0,0,0,1
46,Single,0,15229,0,0,1,0
72,Divorced,0,25385,0,1,1,0
70,Married,1,40176,0,0,1,1
72,Married,0,92825,0,1,1,0
49,Divorced,0,1260,1,1,1,0
68,Divorced,1,95555,0,1,0,1
61,Single,1,1145,1,0,0,1
35,Divorced,0,95289,0,1,0,1
23,Single,1,5802,1,1,0,1
35,Divorced,1,263,1,0,1,0
36,Married,1,24913,1,1,1,0
39,Single,1,55788,0,1,0,1
54,Single,1,6155,0,0,1,0
49,Single,0,-1078,0,1,0,0
73,Divorced,0,70231,0,1,1,0
58,Married,0,18672,0,1,1,0
76,Single,0,36526,0,0,0,0
20,Single,0,43344,1,1,0,0
45,Single,0,17014,1,1,0,0
27,Single,0,71352,1,1,1,0
68,Married,1,89279,0,0,1,0
52,Divorced,0,38324,0,0,1,0
78,Married,0,92075,1,0,0,1
46,Single,0,93638,0,1,0,1
71,Married,1,36698,0,0,0,1
32,Single,0,75169,0,1,1,0
50,Divorced,0,21384,1,0,1,0
24,Divorced,1,1512,1,0,0,0
29,Divorced,0,4066,0,0,0,0
66,Single,0,29500,1,0,0,0
47,Married,1,76743,1,1,1,0
38,Divorced,0,83642,0,0,1,0
48,Single,1,77858,0,1,0,1
75,Single,0,52800,1,1,0,0
78,Married,0,61140,1,1,0,0
41,Divorced,0,98364,0,0,1,0
37,Single,1,82954,0,0,1,1
54,Married,1,387,0,1,1,0
21,Divorced,1,54160,1,0,0,1
45,Married,0,57241,1,1,0,1
61,Married,0,71567,0,0,0,0
79,Single,1,-201,0,0,0,0
37,Single,1,33548,0,1,0,1
77,Single,0,31895,0,0,0,0
41,Married,0,88450,1,1,0,0
67,Single,0,78171,0,1,0,0
66,Married,0,38379,0,0,0,0
68,Married,1,43414,1,0,0,1
49,Single,0,71071,0,0,0,1
58,Divorced,0,66344,1,1,1,0
53,Divorced,0,76591,1,0,0,1
75,Divorced,0,91141,1,0,0,1
70,Married,0,90201,0,0,1,0
51,Married,0,96303,1,0,0,1
53,Married,0,2297,0,1,1,0
19,Single,1,84479,1,0,1,0
32,Married,1,96752,1,1,0,1
51,Single,1,3008,1,0,0,0
53,Single,0,84813,0,0,1,0
23,Divorced,1,14820,0,0,0,1
56,Divorced,0,69548,1,1,0,0
59,Divorced,0,20253,0,1,0,0
68,Single,0,27202,1,0,1,0
68,Single,0,27236,1,1,1,0
75,Single,1,65156,1,1,0,1
71,Married,0,58263,1,0,0,1
78,Single,0,97252,0,0,1,0
29,Divorced,1,72855,1,0,1,1
20,Divorced,1,14575,0,0,0,1
62,Single,1,10204,1,0,0,1
35,Single,0,9952,1,0,0,0
57,Divorced,1,81323,1,1,1,0
38,Single,0,49142,1,0,1,0
32,Divorced,0,31872,1,0,0,0
50,Married,1,27376,0,0,1,0
52,Divorced,1,64084,0,0,0,1
43,Married,1,9640,1,1,0,0
25,Single,0,24437,0,1,0,0
53,Single,0,85681,0,1,0,1
65,Married,0,5903,1,0,0,0
47,Single,0,81704,1,0,1,0
40,Married,0,24863,1,1,1,0
59,Single,0,41381,1,1,0,1
61,Divorced,1,26548,0,0,1,0
31,Single,0,47956,0,0,0,0
31,Divorced,1,72526,0,0,1,0
19,Divorced,1,9467,0,0,1,0
72,Married,1,55954,1,0,1,0
54,Single,1,21901,1,1,1,0
22,Married,1,53983,1,0,0,1
55,Single,0,21301,1,1,1,0
62,Divorced,0,83180,0,0,1,0
58,Divorced,0,67903,0,1,1,0
79,Single,0,14204,1,1,1,0
71,Single,1,17755,0,1,1,0
77,Married,1,57817,0,0,1,0
78,Single,1,93,1,0,1,0
64,Single,0,67537,0,0,1,0
31,Single,0,94319,1,1,0,0
73,Married,0,20940,0,1,0,0
56,Single,0,71346,0,0,0,1
42,Divorced,1,42040,1,1,1,0
37,Married,1,35322,1,1,0,1
19,Married,0,89544,1,1,0,0
56,Divorced,0,82437,0,1,0,1
23,Divorced,1,90969,1,0,1,0
34,Divorced,1,85725,0,1,0,1
76,Single,1,92266,1,0,0,1
42,Divorced,1,7236,0,1,0,0
74,Single,0,70597,1,1,0,1
45,Married,1,82124,1,0,0,1
19,Married,1,1902,0,1,0,1
52,Divorced,1,97656,0,0,0,1
54,Single,1,32364,1,0,1,0
22,Divorced,0,96983,0,0,0,1
18,Divorced,0,92410,1,0,0,0
57,Single,0,18096,0,0,1,0
29,Divorced,0,10020,0,0,1,0
73,Married,0,56473,1,0,1,0
53,Divorced,0,42153,1,1,1,0
62,Single,1,39277,0,0,1,0
40,Single,1,85221,0,1,0,1
64,Married,1,36502,0,1,0,0
48,Single,1,13675,0,1,0,0
28,Single,0,22365,1,0,1,0
27,Married,1,85812,1,0,0,1
20,Divorced,0,76229,0,1,0,0
71,Married,1,87049,1,0,1,1
31,Divorced,1,50148,0,1,1,0
33,Married,1,87157,0,1,0,1
27,Divorced,0,87247,0,1,1,0
46,Married,1,91321,1,0,0,1
27,Divorced,0,66078,0,1,1,0
29,Married,0,80598,1,0,0,1
47,Divorced,1,68902,1,1,0,1
58,Married,0,24465,0,0,0,0
18,Single,0,30286,1,1,1,0
22,Divorced,1,52795,0,0,1,0
37,Married,1,38178,0,1,1,0
25,Divorced,1,77183,1,0,1,0
60,Divorced,1,47986,0,0,0,1
29,Married,1,41201,1,0,0,1
18,Divorced,1,41315,1,1,0,1
74,Married,0,73396,1,1,0,0
71,Single,1,53178,0,1,1,0
37,Divorced,1,8745,1,0,1,0
45,Single,0,70354,0,0,1,0
74,Divorced,1,77637,0,1,1,1
60,Divorced,0,3028,1,1,0,0
54,Divorced,1,96261,1,0,1,1
64,Married,1,46566,0,1,1,0
54,Single,0,41722,1,0,1,0
29,Divorced,1,84623,1,0,0,1
54,Married,0,72974,1,0,0,0
66,Divorced,1,81692,0,1,0,1
66,Married,1,82084,1,0,1,0
73,Divorced,0,37879,0,1,0,0
61,Single,1,22767,0,0,0,0
73,Single,1,66099,1,1,0,0
45,Divorced,0,46657,1,1,0,0
64,Married,1,6498,0,0,0,1
32,Divorced,0,71667,0,0,0,1
23,Married,1,23107,1,0,1,0
61,Divorced,0,26793,0,0,1,0
76,Married,1,696,1,1,0,0
78,Single,0,51839,0,1,1,0
37,Divorced,0,87241,1,1,0,1
67,Single,1,21397,0,1,1,0
31,Single,1,5704,1,1,0,0
19,Divorced,0,14442,1,0,1,0
26,Divorced,1,61788,0,0,0,1
54,Married,0,7765,1,1,0,0
37,Married,1,8002,0,0,1,0
43,Single,1,9390,0,0,0,0
46,Married,0,42436,0,0,1,0
18,Married,0,82482,0,0,0,1
72,Divorced,1,4641,1,0,0,1
52,Married,1,31709,0,0,0,1
23,Single,1,37309,0,1,0,0
54,Married,1,13624,0,0,1,0
70,Single,1,7966,1,0,1,0
76,Divorced,0,87350,0,1,1,0
22,Single,1,32189,1,1,1,0
50,Married,1,69301,1,1,1,0
66,Divorced,0,93758,0,0,0,1
68,Married,0,15223,1,1,0,0
31,Divorced,0,76183,0,0,1,0
29,Divorced,1,2959,1,1,0,1
59,Married,0,25257,1,0,1,0
37,Married,0,95520,0,0,0,1
70,Divorced,0,48802,1,1,1,0
67,Divorced,0,85748,0,0,0,1
41,Married,1,25215,1,0,0,1
76,Single,1,53046,0,0,1,0
60,Married,1,92593,0,0,0,1
79,Divorced,0,32094,0,1,1,0
51,Married,0,36669,0,1,0,0
42,Single,0,34126,1,1,1,0
67,Married,0,97889,0,0,0,1
46,Divorced,0,77036,0,1,1,0
74,Married,0,14772,0,1,0,0
56,Divorced,1,46586,0,0,0,1
48,Divorced,1,49943,1,1,1,0
73,Married,0,66868,0,1,1,0
64,Divorced,1,47855,1,1,1,0
60,Divorced,0,20218,0,0,1,0
67,Single,0,99124,0,1,0,1
40,Single,1,79008,0,1,0,1
61,Single,0,55205,0,1,0,1
55,Single,1,2959,0,0,0,1
37,Divorced,0,80979,0,0,0,1
40,Married,0,43134,1,1,1,0
79,Divorced,1,23874,1,1,1,0
62,Divorced,0,-699,0,1,1,0
69,Divorced,0,56017,0,0,1,0
33,Married,0,41319,0,0,1,0
67,Single,1,87616,1,1,0,1
59,Divorced,0,84219,0,1,0,0
77,Divorced,0,93192,1,0,1,0
72,Single,0,20455,1,0,1,0
25,Divorced,1,2112,1,1,1,0
67,Married,1,55033,1,0,0,1
38,Divorced,1,56360,1,1,1,0
18,Divorced,1,80418,0,1,1,0
72,Single,1,30145,1,0,1,0
25,Divorced,0,30735,1,1,0,0
46,Divorced,1,70781,0,1,1,0
49,Married,1,65641,0,1,0,1
55,Single,0,19711,1,1,1,0
22,Single,1,3630,0,1,1,1
64,Married,0,63488,0,1,0,1
39,Divorced,1,1206,0,1,0,0
64,Single,0,54289,1,0,1,0
51,Single,0,16953,1,0,1,0
18,Divorced,1,98932,0,1,0,1
72,Divorced,1,8068,0,0,0,1
72,Single,0,76930,1,1,1,0
43,Divorced,0,53916,1,1,0,1
60,Single,0,-933,0,0,0,0
27,Divorced,0,48658,1,1,1,0
47,Divorced,0,50165,1,1,1,0
67,Married,0,78781,0,0,1,0
35,Divorced,0,7859,0,0,0,0
34,Married,1,27164,1,0,1,0
43,Divorced,0,78913,1,0,1,0
25,Single,1,97251,1,0,0,1
64,Single,1,18773,0,0,1,0
57,Divorced,0,55295,0,1,0,0
66,Divorced,0,31939,0,0,0,1
29,Single,1,46599,0,0,1,0
44,Divorced,0,4114,1,1,1,0
25,Married,0,96475,0,1,0,1
42,Married,1,10818,0,0,1,0
63,Married,1,7335,1,1,0,0
21,Married,1,53008,0,1,0,1
50,Married,0,69745,1,1,1,0
18,Divorced,0,41148,0,1,1,0
36,Divorced,1,1577,1,1,0,1
48,Married,0,71916,1,1,0,0
33,Divorced,1,2076,1,1,1,0
31,Divorced,0,30925,0,0,0,1
70,Married,1,49869,1,1,0,1
65,Divorced,0,57314,0,0,0,0
22,Divorced,1,39205,0,1,1,0
58,Divorced,0,9095,0,1,0,0
43,Married,0,82715,0,0,0,0
79,Divorced,1,54680,0,1,1,0
45,Single,0,26400,0,1,0,0
19,Single,0,82297,1,0,0,0
67,Married,1,65346,1,1,1,0
23,Single,0,85110,0,1,1,0
26,Married,0,26562,0,0,1,0
50,Single,0,38663,0,0,1,0
58,Single,1,16510,0,1,1,0
42,Single,1,59608,0,0,0,1
65,Married,1,70489,1,1,0,0
30,Married,1,50182,1,1,1,0
26,Divorced,1,85667,0,0,0,1
70,Married,0,24883,0,0,1,0
30,Single,0,69427,1,0,0,1
48,Single,1,33844,0,0,0,1
58,Married,0,16728,0,1,0,0
28,Married,0,96923,0,0,1,0
21,Married,0,9094,1,0,1,0
51,Divorced,0,407,1,1,1,0
78,Single,1,53412,0,1,0,1
55,Divorced,1,10644,1,1,1,0
63,Divorced,0,99308,1,1,0,0
21,Single,0,83834,0,1,0,0
55,Single,1,58746,1,1,1,0
36,Married,0,50748,1,1,0,0
23,Married,0,57021,1,1,0,0
51,Divorced,0,60651,1,1,0,0
35,Married,1,34807,1,0,1,0
30,Married,1,32072,1,0,1,0
58,Single,0,36398,0,1,1,0
40,Single,0,26669,0,0,0,1
36,Married,0,28161,0,1,0,1
62,Single,0,5282,1,1,1,0
28,Married,0,24539,0,1,0,0
18,Single,0,1307,1,1,1,0
41,Single,1,15745,1,0,1,0
79,Single,1,37433,0,0,1,0
71,Single,0,32555,1,1,1,0
24,Married,1,-927,0,0,0,1
42,Divorced,0,30683,1,0,0,0
38,Single,0,23741,0,1,0,0
32,Married,1,20286,0,1,1,0
18,Married,1,1599,0,0,0,1
29,Single,0,25293,0,0,1,0
75,Divorced,0,13389,1,1,1,0
24,Single,1,10318,0,1,1,0
32,Married,1,46875,1,0,0,1
38,Divorced,0,1055,0,1,1,0
36,Married,0,80579,0,1,0,0
77,Single,0,4320,0,1,0,0
46,Divorced,1,2642,1,0,0,1
42,Married,0,90694,0,0,0,1
50,Married,1,7321,0,1,0,1
66,Married,0,77968,1,0,0,1
49,Single,1,86293,0,1,0,0
66,Divorced,1,57618,1,0,0,1
52,Single,1,24044,0,0,1,0
61,Single,1,19971,0,0,1,0
55,Single,0,23727,0,1,0,0
43,Divorced,1,20559,1,1,0,1
28,Single,1,71820,0,1,0,1
52,Single,1,81201,0,0,0,1
25,Single,0,25476,0,1,0,0
63,Single,0,60683,1,1,1,0
31,Married,0,8991,1,1,0,0
27,Single,0,83097,1,1,0,0
19,Married,0,68047,1,0,0,1
63,Single,0,8796,1,1,1,0
26,Divorced,1,1881,1,1,1,0
20,Married,1,13668,0,0,0,1
38,Married,1,98717,0,1,1,1
43,Married,0,32312,0,0,1,0
25,Married,1,26106,0,0,1,0
65,Divorced,1,90758,0,0,1,0
19,Single,0,13729,1,1,1,0
23,Married,1,68320,1,0,1,0
45,Divorced,0,52913,1,0,1,0
70,Married,1,55026,0,0,1,0
46,Single,0,57402,1,1,0,0
43,Married,0,35282,0,0,0,1
42,Divorced,0,97449,1,0,1,0
29,Single,1,72638,0,0,1,0
22,Divorced,1,36218,1,1,0,1
51,Single,0,15950,0,0,0,0
65,Single,0,57739,1,0,1,0
54,Single,1,2507,0,1,0,1
32,Married,1,44303,1,1,1,0
61,Divorced,0,77059,0,1,0,0
53,Divorced,1,22667,0,0,1,0
32,Divorced,1,1992,0,0,0,0
60,Single,1,71563,0,0,1,0
65,Married,0,85680,1,0,0,1
40,Single,0,23530,1,1,0,0
23,Divorced,1,13305,1,0,1,0
63,Married,0,50129,0,1,1,0
67,Married,1,85267,1,0,0,1
61,Married,1,84209,0,0,0,1
76,Divorced,0,96833,1,0,1,0
60,Married,0,50044,0,1,0,1
62,Married,0,89378,1,1,0,0
38,Single,1,87363,0,1,0,1
40,Single,1,56817,0,1,0,1
60,Married,0,44666,1,0,0,0
72,Married,0,24173,1,0,1,0
33,Single,0,16909,1,0,0,0
64,Single,1,61967,0,0,0,0
70,Single,1,29007,0,0,1,0
77,Divorced,1,10985,0,1,1,0
32,Divorced,0,20525,1,1,1,0
42,Single,0,99046,0,0,1,0
53,Married,1,35403,1,0,1,0
28,Single,0,35193,0,0,0,0
68,Divorced,0,1830,1,0,0,0
32,Married,0,54144,0,1,0,0
21,Divorced,0,-1467,0,0,1,0
38,Married,1,18946,1,0,1,0
30,Divorced,0,21504,0,0,1,0
39,Married,1,53715,0,0,0,1
36,Married,1,26255,1,1,0,1
51,Married,0,54441,0,0,0,0
31,Married,1,34855,1,1,0,1
78,Divorced,1,39721,1,1,0,1
21,Divorced,0,39850,0,0,0,1
65,Married,1,98659,0,0,1,0
70,Married,1,32723,0,0,0,1
69,Divorced,1,33739,1,0,0,1
63,Married,1,3539,0,0,0,1
44,Married,1,71029,1,1,0,1
46,Married,1,62509,0,1,0,1
64,Single,1,99140,0,1,1,1
45,Married,1,19311,1,1,0,0
52,Single,0,67180,0,1,0,0
25,Married,0,83981,0,0,1,0
33,Divorced,0,33934,0,0,1,0
59,Single,1,7511,0,1,0,1
53,Single,1,-1817,0,0,0,1
47,Married,1,7475,1,0,0,0
35,Married,0,82766,0,1,0,1
19,Single,0,61130,1,1,0,0
66,Divorced,0,57577,0,1,1,0
30,Divorced,1,24008,0,0,1,0
21,Married,0,74868,1,1,0,1
43,Divorced,0,45941,0,1,0,1
42,Divorced,1,40756,0,0,1,0
47,Married,0,68258,1,0,1,0
28,Divorced,1,78730,1,1,0,1
24,Married,0,90167,0,0,0,1
48,Single,1,25912,1,1,0,1
61,Married,1,80702,1,0,0,1
27,Single,1,48659,1,1,0,1
